rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
226,226-250,Indian Institute of Technology Kharagpur,-,235,44.2,148,16.1,399,72.4,63,45.3,130,39.0,373,India,Indian Institute of Technology Kharagpur,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Architecture,Electrical & Electronic Engineering,Mathematics & Statistics,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Agriculture & Forestry,General Engineering,Chemical Engineering,Physics & Astronomy,Business & Management",False,False
226,226-250,Chalmers University of Technology,-,216,29.9,284,65.3,115,78.5,49,41.5,159,47.7,328,Sweden,Chalmers University of Technology,"Geology, Environmental, Earth & Marine Sciences,Education,Business & Management,Biological Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Sport Science,Mechanical & Aerospace Engineering,Architecture,Civil Engineering,Other Health,Chemistry,Mathematics & Statistics,Computer Science,Chemical Engineering,Communication & Media Studies",False,False
226,226-250,Université Laval,-,248,36.4,213,54.4,185,56.6,100,27.3,267,57.5,251,Canada,Université Laval,"Sociology,Electrical & Electronic Engineering,Computer Science,General Engineering,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Agriculture & Forestry,Biological Sciences,Sport Science,Business & Management,Archaeology,Chemistry,Geography,Other Health,Economics & Econometrics,Accounting & Finance,Civil Engineering,Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Education,Physics & Astronomy,History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Communication & Media Studies",False,False
226,226-250,University of Bergen,-,312,28.3,299,71.0,81,41.1,197,26.8,274,66.2,182,Norway,University of Bergen,"Geography,History, Philosophy & Theology,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Psychology,Education,Art, Performing Arts & Design,Law,Languages, Literature & Linguistics,Biological Sciences,Sociology",False,False
226,226-250,Mines ParisTech,-,258,39.5,182,62.4,135,99.4,16,25.6,286,51.7,295,France,Mines ParisTech,,False,False
226,226-250,University of the Witwatersrand,-,376,28.6,295,65.1,116,98.4,23,38.3,186,49.8,312,South Africa,University of the Witwatersrand Wits,"Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Chemistry,Medicine & Dentistry,Communication & Media Studies,Other Health,Computer Science,Geography,General Engineering,Sociology,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",False,False
226,226-250,National Research Nuclear University MEPhI,-,267,20.9,361,18.8,396,59.6,94,10.6,392,100.0,1,Russian Federation,National Research Nuclear University MEPhI,"Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Education,Other Health,Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Electrical & Electronic Engineering,Economics & Econometrics,Law,Chemistry,Medicine & Dentistry,Business & Management,Politics & International Studies (incl Development Studies),General Engineering,Civil Engineering",False,False
226,226-250,National Tsing Hua University,-,270,45.5,136,20.1,388,44.0,162,44.1,139,44.4,353,Taiwan,National Tsing Hua University,"Psychology,Economics & Econometrics,Sport Science,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Education,Biological Sciences,Accounting & Finance,Physics & Astronomy,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,Law,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,General Engineering,Business & Management,Chemistry,Chemical Engineering,Other Health,Sociology",False,False
226,226-250,University of South Florida (Tampa),-,364,32.6,261,19.7,393,98.9,20,42.0,154,48.4,323,United States,University of South Florida (Tampa),"Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Education,Archaeology,Medicine & Dentistry,Art, Performing Arts & Design,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Veterinary Science,Accounting & Finance,Physics & Astronomy,Civil Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sociology,Geography,Agriculture & Forestry,Chemical Engineering,Architecture,Other Health,Biological Sciences,Sport Science",False,False
251,251-275,University of Milan-Bicocca,-,343,26.1,318,36.2,289,39.0,226,21.1,331,76.0,123,Italy,University of Milan-Bicocca,"Economics & Econometrics,Medicine & Dentistry,Sociology,Mathematics & Statistics,Physics & Astronomy,Chemistry,Accounting & Finance,Other Health,Education,Communication & Media Studies,History, Philosophy & Theology,Languages, Literature & Linguistics,Biological Sciences,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Computer Science,Law",False,False
251,251-275,Aalto University,-,202,34.4,241,52.0,198,73.7,60,26.8,273,50.1,309,Finland,Aalto University,"Chemical Engineering,Education,Art, Performing Arts & Design,Physics & Astronomy,Mathematics & Statistics,General Engineering,Chemistry,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Civil Engineering,Economics & Econometrics,Business & Management,Accounting & Finance,Communication & Media Studies,Psychology",False,False
251,251-275,Nanjing University,-,262,41.3,170,48.4,222,47.7,138,25.3,288,52.1,290,China,Nanjing University,"Other Health,Sociology,Economics & Econometrics,Chemistry,Medicine & Dentistry,Archaeology,History, Philosophy & Theology,General Engineering,Business & Management,Biological Sciences,Architecture,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Geography,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Mathematics & Statistics",False,False
251,251-275,University of Essex,-,323,33.7,247,86.4,21,31.0,326,34.6,205,39.6,369,United Kingdom,University of Essex,"Law,Business & Management,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Psychology,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,General Engineering,Other Health,Sport Science,Economics & Econometrics,Computer Science",False,False
251,251-275,National Chiao Tung University,-,266,39.6,181,27.2,359,99.0,19,49.6,113,31.5,390,Taiwan,National Chiao Tung University,"Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Chemistry,Civil Engineering,Business & Management,Biological Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Architecture,Education,Physics & Astronomy",False,False
251,251-275,Umeå University,-,306,23.5,336,52.4,196,29.7,343,34.5,206,59.6,235,Sweden,Umeå University,"Art, Performing Arts & Design,Computer Science,Sport Science,Law,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,General Engineering,Psychology,Sociology,Accounting & Finance,Education,Chemistry,Communication & Media Studies,Agriculture & Forestry,Architecture,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Archaeology,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Biological Sciences,Geography",False,False
251,251-275,Norwegian University of Science and Technology,-,275,34.2,244,57.5,164,45.2,149,27.7,261,50.8,302,Norway,Norwegian University of Science and Technology,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Civil Engineering,History, Philosophy & Theology,Education,Sociology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Other Health,Art, Performing Arts & Design,Architecture,Chemical Engineering,Chemistry,Archaeology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Business & Management,Biological Sciences,Sport Science,Physics & Astronomy,Languages, Literature & Linguistics",False,False
251,251-275,University of Iceland,-,332,11.4,399,59.9,144,74.4,59,28.0,257,71.0,160,Iceland,University of Iceland,"Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Other Health,Sport Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Archaeology,Accounting & Finance,General Engineering,Geography,Languages, Literature & Linguistics,Education,Chemistry,Civil Engineering,Mathematics & Statistics,Economics & Econometrics,Law,Communication & Media Studies",False,False
251,251-275,TU Wien,-,392,44.8,144,71.4,79,65.5,77,32.4,225,34.2,383,Austria,TU Wien,"Chemistry,General Engineering,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering",False,False
251,251-275,Hong Kong Polytechnic University,-,233,34.6,239,65.4,114,42.2,183,41.2,162,39.8,367,Hong Kong,Hong Kong Polytechnic University PolyU Poly U HK PolyU,"Psychology,Accounting & Finance,Civil Engineering,Sociology,Electrical & Electronic Engineering,Other Health,General Engineering,Economics & Econometrics,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",False,False
251,251-275,Macquarie University,-,254,22.0,350,86.8,20,37.2,249,29.6,248,54.8,268,Australia,Macquarie University,"Physics & Astronomy,Business & Management,Archaeology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Chemistry,Education,Geography,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Law",False,False
