rank_order,rank,name,scores_overall,scores_overall_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
479,401-500,University of Salento,0,479,53,378,36.2,445,24.5,654,13.2,629,29.6,348,Italy,"19,959",58.4,1%,64 : 36,University of Salento,"Civil Engineering,Geography,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Sport Science,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Languages, Literature & Linguistics,Law,Physics & Astronomy,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Archaeology,Psychology",False,False
480,401-500,University of San Francisco,0,480,43.8,457,28.6,709,40.1,456,12.9,634,34.2,253,United States,"10,788",17.0,17%,63 : 37,University of San Francisco,"Accounting & Finance,Architecture,Art, Performing Arts & Design,Biological Sciences,Business & Management,Chemistry,Communication & Media Studies,Computer Science,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,Mathematics & Statistics,Other Health,Physics & Astronomy,Politics & International Studies (incl Development Studies),Psychology,Sociology,Sport Science",False,False
481,401-500,University of Saskatchewan,0,481,39.7,496,62.9,152,52.9,314,22.4,396,30.8,325,Canada,"19,028",16.3,14%,57 : 43,University of Saskatchewan,"Business & Management,Electrical & Electronic Engineering,Psychology,Education,Sport Science,Geography,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Archaeology,Computer Science,Veterinary Science,History, Philosophy & Theology,Other Health,Chemistry,Chemical Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Agriculture & Forestry,Sociology,Economics & Econometrics,Law,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False
482,401-500,Sharif University of Technology,0,482,33.7,541,87.8,64,15.9,763,30.1,263,26.6,412,Iran,"10,977",18.7,0%,27 : 73,Sharif University of Technology,"Computer Science,Chemical Engineering,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Accounting & Finance,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False
483,401-500,University of Siena,0,483,45.2,445,33.2,523,39,472,17.8,498,23.7,513,Italy,"18,846",23.6,5%,59 : 41,University of Siena,"Sociology,Business & Management,Politics & International Studies (incl Development Studies),Archaeology,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Economics & Econometrics,Education,Physics & Astronomy,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Agriculture & Forestry,Chemistry,Law,Mathematics & Statistics,Computer Science,Languages, Literature & Linguistics,Communication & Media Studies,Electrical & Electronic Engineering,Geography,Other Health",False,False
484,401-500,Southern Cross University,0,484,53.3,375,37.7,407,52.7,318,18.3,487,18.9,675,Australia,"9,026",32.8,15%,66 : 34,Southern Cross University,"Mechanical & Aerospace Engineering,Sociology,Biological Sciences,Law,Business & Management,Sport Science,Computer Science,Agriculture & Forestry,Civil Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Psychology,Other Health",False,False
485,401-500,SUNY University at Albany,0,485,35.5,528,28,761,31.4,569,35.3,207,25.6,450,United States,"15,387",18.5,8%,51 : 49,SUNY University at Albany,"Computer Science,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Other Health,Sociology,Business & Management,Biological Sciences,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Communication & Media Studies,History, Philosophy & Theology,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Accounting & Finance",False,False
486,401-500,University of Strathclyde,0,486,31.8,557,44.1,287,71,170,28,295,25.9,437,United Kingdom,"15,705",20.1,20%,50 : 50,University of Strathclyde,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Civil Engineering,Law,Mathematics & Statistics,Mechanical & Aerospace Engineering,Other Health,Chemistry,Chemical Engineering,History, Philosophy & Theology,Sport Science,Psychology,Sociology,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Geography,Education,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Computer Science,Accounting & Finance,Communication & Media Studies,Business & Management",False,False
487,401-500,University of Tampere,0,487,63.7,300,40,366,41.9,434,13.7,616,23.5,523,Finland,"10,045",9.5,4%,66 : 34,University of Tampere,"Art, Performing Arts & Design,Other Health,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Communication & Media Studies,Law,Education,Mathematics & Statistics,Accounting & Finance,Politics & International Studies (incl Development Studies),Computer Science,Psychology",False,False
488,401-500,Boğaziçi University,0,488,45.4,443,57.1,187,38.3,478,19.2,463,21.9,562,Turkey,"11,506",25.0,7%,50 : 50,Boğaziçi University,"Sociology,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Education,Physics & Astronomy,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Chemistry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Psychology,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences",False,False
489,401-500,Tampere University of Technology,0,489,45.5,441,67.5,132,54,297,17.2,518,23.1,534,Finland,"6,147",15.5,13%,23 : 77,Tampere University of Technology tut,"General Engineering,Civil Engineering,Computer Science,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture",False,False
490,401-500,Tokyo Medical and Dental University (TMDU),0,490,36.6,515,59.5,169,23.1,668,18.3,488,39.3,178,Japan,"2,872",3.3,7%,51 : 49,Tokyo Medical and Dental University (TMDU),"Psychology,Mathematics & Statistics,Geography,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Politics & International Studies (incl Development Studies),Accounting & Finance,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Sociology,Business & Management,Archaeology,Civil Engineering,Law,Architecture,Education,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Veterinary Science,Biological Sciences,Communication & Media Studies",False,False
491,401-500,Tokyo Metropolitan University,0,491,72.2,224,30.9,615,19.9,707,11.4,680,21.6,578,Japan,"9,303",9.9,3%,35 : 65,Tokyo Metropolitan University,"Accounting & Finance,Law,Computer Science,Psychology,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Economics & Econometrics,Physics & Astronomy,Sociology,Languages, Literature & Linguistics,Architecture,Education,Mathematics & Statistics,Biological Sciences,Archaeology,Other Health,Chemistry,Communication & Media Studies,Sport Science,Business & Management",False,False
492,401-500,University of Tsukuba,0,492,33.7,542,42.9,310,34.4,529,30,266,40,165,Japan,"15,930",12.6,16%,38 : 62,University of Tsukuba,"Law,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Archaeology,Other Health,Agriculture & Forestry,Architecture,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Accounting & Finance,Psychology,Economics & Econometrics,Sport Science,Chemistry,Computer Science,Biological Sciences,Sociology,Chemical Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Medicine & Dentistry,Geography,Mathematics & Statistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Geology, Environmental, Earth & Marine Sciences",False,False
493,401-500,University of Ulsan,0,493,54,366,64.7,141,18.6,726,20.5,440,19.5,648,South Korea,"14,037",13.3,3%,,University of Ulsan,"Sport Science,Accounting & Finance,Civil Engineering,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Law,Economics & Econometrics,Business & Management,Biological Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,General Engineering,Mathematics & Statistics,Other Health,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemistry,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies)",False,False
494,401-500,Ulster University,0,494,44.1,456,29.2,676,79,121,13.2,630,19.1,667,United Kingdom,"19,620",15.8,15%,55 : 45,Ulster University,"Computer Science,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Psychology,Civil Engineering,History, Philosophy & Theology,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Architecture,Other Health,Sport Science,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False
495,401-500,Université du Québec à Montréal,0,495,41.6,480,29.2,677,42.9,429,24.5,354,26.8,408,Canada,"27,046",24.7,9%,61 : 39,Université du Québec à Montréal,"Art, Performing Arts & Design,Business & Management,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Law,Other Health,Politics & International Studies (incl Development Studies)",False,False
496,401-500,Universiti Teknologi Malaysia,0,496,44.7,450,31.1,604,51.7,327,14.6,595,26.3,420,Malaysia,"16,270",9.0,13%,43 : 57,Universiti Teknologi Malaysia,"Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Chemistry,Other Health,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Psychology,Accounting & Finance,Education,History, Philosophy & Theology,Civil Engineering,Sport Science,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,Economics & Econometrics,General Engineering,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Biological Sciences",False,False
497,401-500,University of Urbino Carlo Bo,0,497,66.8,266,31.2,599,35,520,8.7,766,17.2,749,Italy,"13,435",37.4,7%,61 : 39,University of Urbino Carlo Bo,"Business & Management,Computer Science,Chemistry,Geography,Communication & Media Studies,Physics & Astronomy,Education,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Sociology,Psychology,History, Philosophy & Theology,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,General Engineering,Archaeology,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Economics & Econometrics,Law",False,False
498,401-500,University of Valencia,0,498,49.6,407,31.3,597,40.5,451,16.9,526,22.7,545,Spain,"58,413",15.4,9%,60 : 40,University of Valencia,"Business & Management,Geography,Biological Sciences,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Archaeology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Education,Chemistry,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Agriculture & Forestry,Mathematics & Statistics",False,False
499,401-500,University of Waikato,0,499,53.7,370,30.7,621,87,70,18.2,492,19.3,657,New Zealand,"10,159",17.0,25%,57 : 43,University of Waikato UoW,"Civil Engineering,Communication & Media Studies,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Business & Management,Chemical Engineering,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Sociology,Sport Science,Other Health,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Law,Politics & International Studies (incl Development Studies)",False,False
