rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
7400,601–800,Parthenope University of Naples,32.0–37.9,7400,20.6,1046,19.0,731,69.1,441,36.7,1127,26.9,1262,Italy,"11,140",32.2,2%,43 : 57,Parthenope University of Naples,"Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,General Engineering,Mathematics & Statistics,Economics & Econometrics,Law,Business & Management,Civil Engineering,Accounting & Finance,Computer Science,Biological Sciences",False,False
7410,601–800,Universidad Peruana Cayetano Heredia,32.0–37.9,7410,19.4,1159,10.2,1391,78.3,314,35.7,1300,47.5,688,Peru,"7,638",8.7,1%,67 : 33,Universidad Peruana Cayetano Heredia,"Education,Veterinary Science,Biological Sciences,Chemistry,Psychology,Other Health,Computer Science,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sport Science,Mathematics & Statistics",False,False
7420,601–800,University of Peshawar,32.0–37.9,7420,28.4,540,10.9,1310,57.2,632,34.8,1635,38.8,934,Pakistan,"6,064",9.3,0%,35 : 65,University of Peshawar,"Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Physics & Astronomy,Geography,Archaeology,Psychology,Computer Science,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Architecture,Business & Management,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,History, Philosophy & Theology,Mathematics & Statistics,Biological Sciences,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Sociology",False,False
7430,601–800,University of the Philippines,32.0–37.9,7430,22.6,882,17.5,807,74.3,373,41.7,672,33.1,1076,Philippines,"44,310",9.8,1%,57 : 43,University of the Philippines,"Archaeology,Education,Psychology,Chemistry,Architecture,Computer Science,History, Philosophy & Theology,Chemical Engineering,Veterinary Science,Sociology,Economics & Econometrics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Sport Science,Other Health,Law,Communication & Media Studies,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Medicine & Dentistry,Geography,Agriculture & Forestry",False,False
7440,601–800,Universitat Politècnica de Catalunya,32.0–37.9,7440,24.7,735,17.4,816,48.1,786,42.6,624,57.7,494,Spain,"23,211",10.5,13%,26 : 74,Universitat Politècnica de Catalunya,"Electrical & Electronic Engineering,Other Health,Chemical Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture,Agriculture & Forestry,Civil Engineering,Mathematics & Statistics,Computer Science",False,False
7450,601–800,Polytechnic University of Turin,32.0–37.9,7450,24.7,736,27.2,467,56.5,645,52.7,344,51.2,613,Italy,"29,711",30.7,16%,38 : 62,Polytechnic University of Turin,"General Engineering,Art, Performing Arts & Design,Mathematics & Statistics,Architecture,Physics & Astronomy,Civil Engineering,Computer Science,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,Chemical Engineering",False,False
7460,601–800,University of Pretoria,32.0–37.9,7460,25.9,665,29.0,410,35.8,1010,42.4,637,54.9,546,South Africa,"36,337",22.4,7%,58 : 42,University of Pretoria UP,"Electrical & Electronic Engineering,History, Philosophy & Theology,Communication & Media Studies,Biological Sciences,Sociology,Chemistry,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Computer Science,Geography,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Archaeology,Psychology,Architecture,Sport Science,Languages, Literature & Linguistics,Education,Economics & Econometrics,Mathematics & Statistics,Other Health,Veterinary Science,Business & Management,Accounting & Finance,Law,General Engineering",False,False
7470,601–800,Prince Sattam Bin Abdulaziz University,32.0–37.9,7470,17.3,1398,10.5,1358,62.7,550,35.4,1371,73.2,278,Saudi Arabia,"26,682",11.9,2%,59 : 41,Prince Sattam Bin Abdulaziz University,"Business & Management,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Civil Engineering,Other Health,Mechanical & Aerospace Engineering,Computer Science,General Engineering,Electrical & Electronic Engineering,Law,Medicine & Dentistry,Biological Sciences,Education,Accounting & Finance,Physics & Astronomy",False,False
7480,601–800,Universiti Putra Malaysia,32.0–37.9,7480,33.8,362,27.2,468,29.6,1125,64.9,226,77.3,240,Malaysia,"19,674",11.9,25%,64 : 36,Universiti Putra Malaysia,"Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Other Health,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Chemistry,Psychology,Physics & Astronomy,Geography,Electrical & Electronic Engineering,Veterinary Science,Languages, Literature & Linguistics,Architecture,Economics & Econometrics,Biological Sciences,Archaeology,Communication & Media Studies,Sport Science,Chemical Engineering,Education,Sociology,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
7490,601–800,Université du Québec,32.0–37.9,7490,25.5,687,26.9,475,35.5,1014,42.5,630,72.5,285,Canada,"52,387",18.9,13%,57 : 43,Université du Québec,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Architecture,General Engineering,Sport Science,Business & Management,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Agriculture & Forestry,Medicine & Dentistry,Chemistry,Sociology,Archaeology,Computer Science,History, Philosophy & Theology,Law,Geography,Communication & Media Studies,Education,Mathematics & Statistics,Chemical Engineering",False,False
7500,601–800,University of Regensburg,32.0–37.9,7500,27.8,568,15.1,947,65.0,502,35.1,1481,55.2,538,Germany,"21,376",9.8,8%,60 : 40,University of Regensburg,"Law,Biological Sciences,History, Philosophy & Theology,Business & Management,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Sport Science,Computer Science,Communication & Media Studies,Archaeology,Psychology,Chemistry,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Education,Accounting & Finance",False,False
7510,601–800,University of Regina,32.0–37.9,7510,18.5,1251,17.8,789,61.0,581,37.1,1075,67.1,353,Canada,"13,324",23.9,24%,60 : 40,University of Regina,"Other Health,Chemistry,Computer Science,Geography,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Business & Management,General Engineering,Psychology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Education,Mathematics & Statistics,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Biological Sciences,Physics & Astronomy,Accounting & Finance,Sport Science",False,False
7520,601–800,Renmin University of China,32.0–37.9,7520,34.5,342,21.9,621,50.5,748,40.6,749,40.3,888,China,"27,810",13.7,6%,,Renmin University of China,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,Business & Management,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy",False,False
7530,601–800,University of Rhode Island,32.0–37.9,7530,23.3,836,17.4,817,66.2,484,34.9,1544,43.0,810,United States,"16,615",15.2,3%,57 : 43,University of Rhode Island,"Psychology,Architecture,Mathematics & Statistics,Veterinary Science,Electrical & Electronic Engineering,Geography,Civil Engineering,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Chemical Engineering,Business & Management,Chemistry,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Computer Science,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Physics & Astronomy,Art, Performing Arts & Design,Archaeology,General Engineering",False,False
7540,601–800,University of Rome III,32.0–37.9,7540,23.6,807,22.4,605,48.0,790,40.8,736,41.5,850,Italy,"32,067",47.1,5%,60 : 40,University of Rome III,"Sociology,Business & Management,Civil Engineering,Economics & Econometrics,Archaeology,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Agriculture & Forestry,History, Philosophy & Theology,Physics & Astronomy,Computer Science,Mechanical & Aerospace Engineering,Law",False,False
7550,601–800,Roskilde University,32.0–37.9,7550,20.3,1080,31.6,354,38.9,960,41.5,686,59.5,468,Denmark,"6,409",16.9,16%,64 : 36,Roskilde University,"Biological Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health,Education,Chemistry,Physics & Astronomy,Computer Science",False,False
7560,601–800,Rovira i Virgili University,32.0–37.9,7560,21.1,1006,21.4,638,62.1,558,38.3,946,54.9,547,Spain,"12,744",12.5,13%,60 : 40,Rovira i Virgili University,"Languages, Literature & Linguistics,Economics & Econometrics,General Engineering,Communication & Media Studies,Chemistry,Psychology,History, Philosophy & Theology,Other Health,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Architecture,Physics & Astronomy,Education,Sport Science,Mathematics & Statistics,Archaeology,Electrical & Electronic Engineering,Chemical Engineering,Biological Sciences,Geography,Business & Management,Law",False,False
7570,601–800,RUDN University,32.0–37.9,7570,37.6,266,19.2,724,33.0,1066,40.4,764,62.8,411,Russian Federation,"21,203",13.3,34%,58 : 42,RUDN University,"Agriculture & Forestry,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology,Education,Archaeology,Computer Science,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Chemistry,Geography,Art, Performing Arts & Design,Chemical Engineering,Veterinary Science,Other Health,General Engineering,Sport Science,Sociology,Architecture,Law,Business & Management,Electrical & Electronic Engineering,Biological Sciences",False,False
7580,601–800,Sahand University of Technology,32.0–37.9,7580,29.3,510,15.3,932,56.0,657,52.4,352,16.8,1626,Iran,"5,331",28.8,0%,38 : 62,Sahand University of Technology,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Civil Engineering,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering",False,False
7590,601–800,Universiti Sains Malaysia,32.0–37.9,7590,33.5,369,23.9,551,39.9,945,45.2,522,57.3,504,Malaysia,"21,550",10.6,15%,63 : 37,Universiti Sains Malaysia,"Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Geography,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Biological Sciences,Archaeology,Computer Science,Communication & Media Studies,Medicine & Dentistry,General Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Business & Management",False,False
7600,601–800,Saint Petersburg State University,32.0–37.9,7600,43.7,165,34.1,303,16.4,1402,40.1,780,43.4,802,Russian Federation,"22,751",7.9,16%,62 : 38,Saint Petersburg State University,"Law,Chemical Engineering,History, Philosophy & Theology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Sociology,Computer Science,Chemistry,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,Art, Performing Arts & Design,Business & Management,Biological Sciences,Mathematics & Statistics,Communication & Media Studies,General Engineering",False,False
